,ra,dec,pa,OBSID,MJDOBS,XPOSURE,SGT_LAT_MIDPT,SGT_LON_MIDPT,SGT_MIN_GCD2SAA,SPS_ELON,SPS_ELAT,SPS_EPA
815,6.226705386187316,-3.0034318,149.24229024482986,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
816,3.6027137091113515,-3.687099675,326.4102439291976,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
817,3.774350221857563,-4.306147408,149.35653950573078,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
818,4.792887099923288,-2.689581255,337.5234696121902,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
819,4.435083224686688,-2.402121365,326.3922943614378,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
820,3.0786747396346845,-2.928777971,338.1094404766246,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
821,0.6068702333763993,-3.491190632,328.8545633243066,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
822,1.0434433739169868,-3.146095741,147.94859465409726,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
823,2.033253154651182,-2.886210238,328.716292908074,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
824,10.13275486083672,-4.107735336,-30.7171215,2025W27_1A_0303_3,60857.52948,113.5826,20.398055,255.497355,35.530795,3.333333,-6.977735,0.0
825,8.474037200177106,-4.296562712,154.04037612,2025W27_1A_0303_3,60857.52948,113.5826,20.398055,255.497355,35.530795,3.333333,-6.977735,0.0
826,8.441368957,-4.528062074,146.49194755,2025W27_1A_0303_3,60857.52948,113.5826,20.398055,255.497355,35.530795,3.333333,-6.977735,0.0
